"","Endothelial ACKR1","Endothelial RGS5","Endothelial CXCL12","CAFs MSC iCAF-like","CAFs myCAF-like","PVL Differentiated","PVL Immature","B cells Memory","T cells CD8+","T cells CD4+","Macrophage","Monocyte","DCs","Myoepithelial","Luminal Progenitors","Mature Luminal","Plasmablasts","Cancer Cycling","Cancer Her2 SC","Cancer LumB SC","Cancer LumA SC","Cancer Basal SC"
"Bulk_0060",0.0534561815036575,0.0280859813270421,0.0190221021429025,0.371283310787078,0.208116823292538,0.00709794894231623,0.021697741387972,0.0149936060970147,0.120318064924881,0.10152305874447,0.0143038039487898,0.00294211075891498,0.00963532607144449,0.000524457581702152,0.00917371584052991,0.0035281817575277,0.00336493477393499,0,0.00345794778335186,0.0074747022271388,1.06794184477106e-10,0
"Bulk_0061",0.00392712174428462,0.00835089380039487,0.00437077892366168,0.00280804980969108,0.00207830955834521,0.035271260872999,0.0395505499846598,0,2.85296440798331e-08,1.28286015564338e-18,0.0190298864825722,3.04292066390255e-09,1.06918902993221e-09,2.39454528835204e-10,0.00192140051862558,0,0.881260300671685,0.000165601308805283,0.00126580839459653,8.44158349812293e-19,4.91407454899697e-09,1.34396407773871e-10
"Bulk_0062",6.07982619284487e-23,0,1.74132015166417e-20,0.00672002237924722,0.0218523639716802,0.00168978299326677,3.13224886739425e-09,0.0745606964291568,0.0271487210145687,0.0489726040691174,0.0294606608853206,0.00897406942187312,0.00523812556779623,0.172383982806078,0.384542024757572,0.187686598381599,0.00359241504277179,0.00877600087031315,2.0934734335658e-12,1.88403049687334e-12,0.0184014060148543,5.2225855823795e-07
"Bulk_0063",1.87712659055111e-08,1.95022357195407e-20,1.70276567606814e-20,0.174538264106906,0.0833718292099624,0.177028235136301,0.262641541098458,0.10812810446254,0.0710794629656704,0.0548183474240627,0.00895871396945119,0.00474287895102899,0.00618239123067191,0.00358111216375251,0.0274751474247705,0.00384069679925395,0.0012891335111345,0,0.000642007861412495,6.0619487142476e-09,0.0116821083075024,5.43906387815731e-10
"Bulk_0064",0.0526154255326089,0.0500556538973289,0.0367694082783124,0.0634695617838097,0.0433536062871285,0.0198262198700804,0.0485723990754373,0.356071489358326,0.0459197541156719,0.000725257935360015,0.00970482874915938,0.00481426440664764,0.0148818319117852,0,0.0331310481432688,0.00260787562795094,0.117581115001813,4.37113611098777e-10,0.0226360921974873,0.0347655352733085,0.0424986283138375,3.80356400010171e-09
"Bulk_0065",2.62930182679701e-20,2.63573306592266e-11,0.000754775281814608,0.0181910917332101,0.0152399253604213,3.44928415091399e-11,0.00927509889386697,0.162927536332092,0.17975207669988,0.142375144344412,0.0223927791578528,0.000537493037650783,0.00323124122589214,0.0284877582988822,0.104698067846491,0.0268057810091519,0.021767929611101,0.0822009265786616,0.012260567592475,0.103496890911973,0.0656049160233211,4.16790736253982e-20
"Bulk_0066",0.156469194798174,0.1195739541206,0.125153647452733,0.0933608619479687,0.0428392584501864,2.43583545284275e-08,0.017538460989432,0,0.0745015587471434,0.0570151858186639,0.0466972186580275,0.0439427845112829,0.00331516363336898,0.0273452334197154,0.101127897756814,0.0318480025967103,0.0190627069231552,0,0.00100213260353391,0,0.039206713214135,2.48436862738751e-20
"Bulk_0067",0.0256510314536867,0.0212327539404411,0.0219167201840154,0,2.82817326265931e-08,0.143584003569196,0.243032256216821,2.0782382529259e-08,0.00417057538855655,5.25072961453475e-20,0.0154291224154577,0.0156126370577188,0,0.0180707609026496,0.0868057498388733,0.021898792616505,0.371652263795829,4.72323331998727e-10,0.000731353033127943,0,0.0102119300506834,0
"Bulk_0068",0.0215183506128188,0.0253323688246915,0.0236034374643782,0.0325198564103806,0.0129986553840204,2.06488057025234e-09,0.00868073327509774,0.221038203122248,0.00855890899912455,1.13719316043463e-08,0.096948061404542,0.0417637235912897,0.0160072708032807,0.0314104421514807,0.0864146872881796,0.0222887994274754,0.294113184782398,0.00374835336344583,0.00362358594542459,0.0195747588321151,0.0298566048807961,0
"Bulk_0069",0.0229103266819309,0.00736491127291901,0.0188376130550167,0.0333163858819846,0.0155965164519172,0.00382617989319772,0.0138265722942159,3.13106374219932e-18,6.99773737683003e-07,0,0.0216145749780117,0.00389910589108356,3.73546888573831e-08,7.95380243260728e-08,3.1211103657787e-08,0,0.858806887991874,2.88415601639168e-10,2.63630452538738e-08,9.37339574785299e-19,5.10788332892452e-08,2.91589965090346e-20
