                    p.Moran_I  p.Moran_Z  p.Moran_P  p.Moran_Padj
UCN2_CRHR1           0.000000   0.000000   1.000000      1.000000
UCN2_CRHR2           0.000000   0.000000   1.000000      1.000000
UCN3_CRHR1           0.000000   0.000000   1.000000      1.000000
UCN3_CRHR2           0.000000   0.000000   1.000000      1.000000
UCN3_IL10RB          0.000000   0.000000   1.000000      1.000000
UCN_CRHR1            0.000000   0.000000   1.000000      1.000000
UCN_CRHR2            0.000000   0.000000   1.000000      1.000000
ULBP2_KLRK1          0.000000   0.000000   1.000000      1.000000
UTS2B_UTS2R          0.000000   0.000000   1.000000      1.000000
UTS2_UTS2R           0.000000   0.000000   1.000000      1.000000
VIP_SCTR             0.000000   0.000000   1.000000      1.000000
WNT16_FZD6           0.000000   0.000000   1.000000      1.000000
WNT1_FZD1            0.000000   0.000000   1.000000      1.000000
WNT1_FZD3            0.000000   0.000000   1.000000      1.000000
WNT1_FZD5            0.000000   0.000000   1.000000      1.000000
WNT1_FZD7            0.000000   0.000000   1.000000      1.000000
WNT1_FZD8            0.000000   0.000000   1.000000      1.000000
WNT1_FZD9            0.000000   0.000000   1.000000      1.000000
WNT1_LRP5            0.000000   0.000000   1.000000      1.000000
WNT1_LRP6            0.000000   0.000000   1.000000      1.000000
WNT1_RYK             0.000000   0.000000   1.000000      1.000000
YARS_CXCR1           0.000000   0.000000   1.000000      1.000000
LTA_CACHD1          -0.000017   0.037180   0.466533      1.000000
C4B_CR1             -0.000029  -0.040365   0.463536      1.000000
IL16_GRIN2D         -0.000037   0.010626   0.491508      1.000000
PTHLH_PTH1R         -0.000060  -0.005849   0.482517      1.000000
TNC_SDC1            -0.000083  -0.028370   0.513487      1.000000
TNFSF11_TNFRSF11B   -0.000096  -0.058610   0.472527      1.000000
IGFL1_IGFLR1        -0.000128  -0.041071   0.503497      1.000000
VEGFA_ITGA9         -0.000128   0.019982   0.487512      1.000000
COL9A1_MAG          -0.000132  -0.069617   0.471528      1.000000
INHA_ACVR1          -0.000230  -0.086290   0.531469      1.000000
WNT4_FZD6           -0.000250  -0.081175   0.537463      1.000000
GNAI2_CHRM1         -0.000270  -0.048155   0.501499      1.000000
IL12A_IL12RB2       -0.000278  -0.084122   0.463536      1.000000
CCL20_CXCR3         -0.000372  -0.104583   0.523477      1.000000
CALM1_MYLK2         -0.000380  -0.056186   0.531469      1.000000
TNFSF13_SDC2        -0.000407  -0.060340   0.513487      1.000000
FGF13_EGFR          -0.000417  -0.060865   0.506494      1.000000
NXPH3_NRXN2         -0.000440  -0.089187   0.515485      1.000000
IL2_IL2RB           -0.000474  -0.078734   0.487512      1.000000
RSPO1_LGR4          -0.000486  -0.171786   0.551449      1.000000
MMP13_LRP1          -0.000500  -0.125540   0.542458      1.000000
GNAS_VIPR1          -0.000555  -0.155705   0.548452      1.000000
BMP2_ACVR1          -0.000560  -0.136826   0.520480      1.000000
TFPI_VLDLR          -0.000561  -0.129260   0.532468      1.000000
MUC2_AGR2           -0.000629  -0.103339   0.558442      1.000000
SPP1_ITGA4          -0.000675  -0.137269   0.550450      1.000000
IFNG_IFNGR2         -0.000734  -0.100159   0.537463      1.000000
THPO_SIRPB1         -0.000743  -0.172595   0.563437      1.000000
BMP8B_ACVR2A        -0.000744  -0.221311   0.579421      1.000000
IGFL3_IGFLR1        -0.000746  -0.120995   0.536464      1.000000
CCL21_ACKR4         -0.000770  -0.173577   0.539461      1.000000
FARP2_PLXNA2        -0.000786  -0.126862   0.544456      1.000000
EFNA4_EPHA6         -0.000813  -0.237829   0.602398      1.000000
HGF_CD44            -0.000819  -0.143067   0.564436      1.000000
NID1_ITGA3          -0.000832  -0.150311   0.554446      1.000000
THBS1_ITGA4         -0.000864  -0.233283   0.592408      1.000000
FGF10_FGFR2         -0.000871  -0.178588   0.530470      1.000000
NRG1_ERBB4          -0.000874  -0.209136   0.552448      1.000000
ADCYAP1_VIPR1       -0.000882  -0.227793   0.560440      1.000000
EFNB3_EPHB1         -0.000894  -0.239504   0.552448      1.000000
LAMA1_ITGB4         -0.000910  -0.195012   0.576424      1.000000
LPL_VLDLR           -0.000911  -0.146040   0.535465      1.000000
THBS1_ITGB3         -0.000921  -0.205728   0.566434      1.000000
CCL8_CCR2           -0.000971  -0.177579   0.553447      1.000000
ZP3_EGFR            -0.001002  -0.207591   0.568432      1.000000
PYY_NPY5R           -0.001007  -0.200353   0.544456      1.000000
VIP_VIPR1           -0.001014  -0.225900   0.565435      1.000000
GDF6_BMPR1A         -0.001094  -0.199673   0.557443      1.000000
EFNB1_EPHA4         -0.001101  -0.267755   0.606394      1.000000
HDC_HRH2            -0.001122  -0.232821   0.564436      1.000000
VTN_TNFRSF11B       -0.001146  -0.223774   0.521479      1.000000
GZMB_PGRMC1         -0.001151  -0.300248   0.610390      1.000000
TNFSF9_TNFRSF9      -0.001157  -0.251657   0.554446      1.000000
PTN_CDH10           -0.001163  -0.210205   0.569431      1.000000
TGM2_ITGA4          -0.001197  -0.210361   0.574426      1.000000
WNT7B_FZD1          -0.001218  -0.264098   0.606394      1.000000
UCN2_IL10RB         -0.001221  -0.275011   0.579421      1.000000
BMP3_ACVR1          -0.001230  -0.299840   0.589411      1.000000
ADAM15_ITGA9        -0.001233  -0.254933   0.596404      1.000000
BMP8B_BMPR1B        -0.001253  -0.282199   0.596404      1.000000
BMP2_ACVR2A         -0.001262  -0.233630   0.570430      1.000000
EDA_EDA2R           -0.001279  -0.314347   0.564436      1.000000
ARTN_GFRA3          -0.001301  -0.300908   0.588412      1.000000
CHAD_ITGB1          -0.001302  -0.285163   0.620380      1.000000
IL11_IL11RA         -0.001304  -0.289593   0.598402      1.000000
TGFA_EGFR           -0.001325  -0.306769   0.622378      1.000000
RTN4_CNTNAP1        -0.001356  -0.329952   0.620380      1.000000
TPH1_HTR2B          -0.001361  -0.303936   0.544456      1.000000
GHRL_GPR39          -0.001384  -0.295401   0.573427      1.000000
RSPO3_LGR4          -0.001386  -0.349787   0.622378      1.000000
TF_GPR162           -0.001387  -0.310308   0.601399      1.000000
XCL1_XCR1           -0.001433  -0.319975   0.568432      1.000000
APLN_APLNR          -0.001433  -0.337590   0.627373      1.000000
WNT3_FZD8           -0.001454  -0.299359   0.612388      1.000000
LAMC2_ITGA6         -0.001483  -0.296866   0.601399      1.000000
CNTN2_NRCAM         -0.001516  -0.322111   0.549451      1.000000
FGF22_FGFR2         -0.001523  -0.392526   0.631369      1.000000
KNG1_BDKRB2         -0.001551  -0.285455   0.580420      1.000000
AGT_AGTR1           -0.001574  -0.376428   0.583417      1.000000
KNG1_RXFP4          -0.001580  -0.377154   0.559441      1.000000
EFNA3_EPHA8         -0.001596  -0.411206   0.653347      1.000000
MMP1_CD44           -0.001598  -0.364033   0.639361      1.000000
HP_ASGR1            -0.001617  -0.345005   0.597403      1.000000
PTN_ALK             -0.001623  -0.310469   0.578422      1.000000
MDK_ALK             -0.001627  -0.393157   0.650350      1.000000
BMP6_BMPR1A         -0.001651  -0.363347   0.637363      1.000000
HSP90B1_TLR1        -0.001653  -0.352590   0.656344      1.000000
TDGF1_ACVR1C        -0.001685  -0.361737   0.501499      1.000000
IFNL2_IFNLR1        -0.001692  -0.325808   0.559441      1.000000
ORM1_CCR5           -0.001701  -0.327576   0.600400      1.000000
ICAM1_CAV1          -0.001769  -0.362001   0.631369      1.000000
NOV_NOTCH1          -0.001769  -0.363779   0.636364      1.000000
TF_TFRC             -0.001815  -0.397930   0.648352      1.000000
CCL17_CCR4          -0.001841  -0.423029   0.606394      1.000000
NRG1_GPC1           -0.001862  -0.360087   0.640360      1.000000
SEMA4A_PLXND1       -0.001906  -0.367326   0.640360      1.000000
EFNA5_EPHA7         -0.001926  -0.312515   0.603397      1.000000
NMU_NMUR1           -0.001928  -0.459525   0.631369      1.000000
SCT_VIPR2           -0.001933  -0.421785   0.630370      1.000000
CAMP_EGFR           -0.001948  -0.431044   0.635365      1.000000
NGF_MAGED1          -0.001982  -0.449386   0.675325      1.000000
CALM1_PTH2R         -0.001990  -0.380391   0.656344      1.000000
NCAM1_FGFR1         -0.001993  -0.411491   0.666334      1.000000
PTH2_PTH1R          -0.001994  -0.419610   0.622378      1.000000
CXCL6_CXCR2         -0.002032  -0.461970   0.778222      1.000000
ADM2_CALCR          -0.002038  -0.464285   0.643357      1.000000
INHBB_ACVR2A        -0.002054  -0.473428   0.683317      1.000000
IL24_IL22RA1        -0.002059  -0.431089   0.637363      1.000000
WNT3A_FZD1          -0.002135  -0.454986   0.657343      1.000000
HLA-G_KIR2DL4       -0.002147  -0.466751   0.510490      1.000000
CCL3_ACKR2          -0.002149  -0.466493   0.672328      1.000000
IL24_IL20RB         -0.002174  -0.454925   0.657343      1.000000
CCL25_CCR10         -0.002196  -0.507108   0.643357      1.000000
RSPO4_LGR6          -0.002212  -0.464504   0.645355      1.000000
BMP4_ACVR2B         -0.002219  -0.376599   0.631369      1.000000
PENK_OPRD1          -0.002224  -0.498507   0.635365      1.000000
BMP2_BMPR1A         -0.002233  -0.479455   0.679321      1.000000
CORT_SSTR1          -0.002239  -0.443978   0.791209      1.000000
IL12A_CD28          -0.002247  -0.458420   0.649351      1.000000
NTNG2_LRRC4         -0.002247  -0.469547   0.639361      1.000000
ADCYAP1_ADCYAP1R1   -0.002263  -0.524305   0.743257      1.000000
CXCL5_CXCR2         -0.002275  -0.428439   0.803197      1.000000
DLL1_NOTCH4         -0.002298  -0.465852   0.677323      1.000000
GH1_GHR             -0.002299  -0.472864   0.616384      1.000000
ADAM23_ITGB3        -0.002299  -0.510965   0.637363      1.000000
WNT7A_FZD9          -0.002312  -0.502589   0.641359      1.000000
LAMA1_ITGA3         -0.002321  -0.495219   0.687313      1.000000
OXT_OXTR            -0.002326  -0.531937   0.692308      1.000000
ICAM4_ITGA2B        -0.002328  -0.497069   0.662338      1.000000
TPH1_HTR2A          -0.002332  -0.480163   0.556444      1.000000
INHA_ACVR2A         -0.002332  -0.493179   0.682318      1.000000
ICAM4_ITGB3         -0.002334  -0.475846   0.519481      1.000000
GPHA2_TSHR          -0.002348  -0.504070   0.677323      1.000000
RLN1_RXFP1          -0.002360  -0.505746   0.464535      1.000000
C3_CD81             -0.002400  -0.504759   0.694306      1.000000
HLA-G_KLRC1         -0.002401  -0.547635   0.665335      1.000000
LAMB1_ITGA2         -0.002412  -0.508037   0.688312      1.000000
NTF4_NGFR           -0.002421  -0.511791   0.660340      1.000000
SEMA6A_PLXNA4       -0.002437  -0.512399   0.679321      1.000000
HLA-G_KLRD1         -0.002440  -0.530324   0.684316      1.000000
VEGFC_KDR           -0.002442  -0.550660   0.701299      1.000000
SLIT2_ROBO2         -0.002468  -0.523171   0.682318      1.000000
IL24_IL20RA         -0.002474  -0.535110   0.691309      1.000000
IL2_NGFR            -0.002478  -0.484477   0.649351      1.000000
KISS1_MMP24         -0.002498  -0.536948   0.640360      1.000000
LPL_SDC1            -0.002500  -0.512739   0.679321      1.000000
TNFSF11_TNFRSF11A   -0.002505  -0.603777   0.716284      1.000000
VTN_ITGB6           -0.002507  -0.530275   0.668332      1.000000
DKK2_KREMEN2        -0.002519  -0.515648   0.660340      1.000000
VTN_ITGB5           -0.002536  -0.507750   0.696304      1.000000
ASIP_MC1R           -0.002548  -0.525280   0.698302      1.000000
SLIT3_ROBO2         -0.002568  -0.555279   0.717283      1.000000
C4A_C3AR1           -0.002600  -0.511720   0.691309      1.000000
ADCYAP1_VIPR2       -0.002600  -0.544896   0.623377      1.000000
IL1RN_IL1R2         -0.002616  -0.607515   0.728272      1.000000
C4BPA_BMPR2         -0.002638  -0.595306   0.724276      1.000000
SCGB3A1_MARCO       -0.002649  -0.568753   0.692308      1.000000
BMP3_ACVR2B         -0.002658  -0.518435   0.665335      1.000000
TPH1_HTR1F          -0.002667  -0.560428   0.683317      1.000000
AGRP_SDC3           -0.002715  -0.602743   0.715285      1.000000
PMCH_MCHR1          -0.002767  -0.590509   0.692308      1.000000
TG_ASGR1            -0.002808  -0.578068   0.700300      1.000000
COL4A3_ITGA2        -0.002821  -0.598428   0.714286      1.000000
COL6A1_ITGB1        -0.002846  -0.605728   0.725275      1.000000
BMP4_BMPR1B         -0.002850  -0.611861   0.722278      1.000000
BMP3_BMPR1B         -0.002877  -0.623727   0.692308      1.000000
CNTN2_NRP1          -0.002889  -0.668704   0.740260      1.000000
PTH2_PTH2R          -0.002902  -0.619728   0.696304      1.000000
RSPO1_ZNRF3         -0.002916  -0.635003   0.727273      1.000000
FST_BMPR1B          -0.002927  -0.592452   0.695305      1.000000
CCL14_CCR1          -0.002927  -0.579936   0.699301      1.000000
L1CAM_EPHB2         -0.002937  -0.691576   0.749251      1.000000
CCL15_CCR1          -0.002971  -0.654278   0.726274      1.000000
FGF2_SDC2           -0.002981  -0.639164   0.728272      1.000000
RIMS1_CACNA1C       -0.003013  -0.670727   0.742258      1.000000
WNT2_FZD5           -0.003016  -0.579543   0.698302      1.000000
HCRT_NPFFR2         -0.003023  -0.644499   0.876124      1.000000
GDF7_BMPR1A         -0.003029  -0.647221   0.725275      1.000000
BMP3_BMPR2          -0.003041  -0.690897   0.738262      1.000000
HLA-C_LILRB1        -0.003054  -0.613605   0.753247      1.000000
GDF11_ACVR1B        -0.003062  -0.667001   0.751249      1.000000
TNFSF10_TNFRSF10C   -0.003066  -0.680562   0.748252      1.000000
DKK1_KREMEN2        -0.003086  -0.656753   0.754246      1.000000
PTHLH_PTH2R         -0.003099  -0.661581   0.713287      1.000000
CCL8_ACKR4          -0.003100  -0.698578   0.751249      1.000000
CXCL2_XCR1          -0.003143  -0.671526   0.746254      1.000000
IGFBP4_FZD8         -0.003156  -0.691777   0.750250      1.000000
EFNA3_EPHA3         -0.003196  -0.717991   0.764236      1.000000
SEMA3A_PLXNA4       -0.003212  -0.702074   0.760240      1.000000
FGF10_FGFR3         -0.003215  -0.631795   0.721279      1.000000
SEMA3C_NRP2         -0.003221  -0.692060   0.737263      1.000000
CCL27_CCR10         -0.003223  -0.712884   0.752248      1.000000
RSPO3_LGR6          -0.003247  -0.704060   0.736264      1.000000
COL4A3_ITGB1        -0.003256  -0.720973   0.761239      1.000000
RSPO4_LGR5          -0.003292  -0.673989   0.735265      1.000000
DLL3_NOTCH1         -0.003310  -0.693425   0.754246      1.000000
TNF_SLC5A11         -0.003317  -0.693142   0.751249      1.000000
EFNB2_EPHA6         -0.003318  -0.701823   0.747253      1.000000
PTGS2_ALOX5         -0.003344  -0.725614   0.762238      1.000000
OSM_IL6ST           -0.003349  -0.669535   0.745255      1.000000
VTN_ITGA8           -0.003354  -0.702524   0.756244      1.000000
GSTP1_TRAF2         -0.003359  -0.652576   0.742258      1.000000
GDF9_ACVR2A         -0.003366  -0.732088   0.760240      1.000000
EFNA3_EPHB1         -0.003372  -0.713001   0.751249      1.000000
TNFSF8_TNFRSF8      -0.003385  -0.720167   0.761239      1.000000
FGF9_FGFR2          -0.003394  -0.701510   0.753247      1.000000
PON2_HTR2A          -0.003441  -0.705821   0.740260      1.000000
VIP_VIPR2           -0.003448  -0.737427   0.784216      1.000000
ICAM4_RHAG          -0.003456  -0.740280   0.975025      1.000000
PNOC_OPRL1          -0.003466  -0.714250   0.752248      1.000000
VTN_ITGA2B          -0.003469  -0.765230   0.753247      1.000000
LTBP3_ITGB5         -0.003475  -0.692132   0.757243      1.000000
PDGFC_FLT4          -0.003477  -0.747755   0.771229      1.000000
GAD1_GRM4           -0.003486  -0.800756   0.786214      1.000000
HRAS_TLR9           -0.003520  -0.800551   0.774226      1.000000
EFNA4_EPHA3         -0.003527  -0.797844   0.774226      1.000000
IL12A_IL12RB1       -0.003538  -0.745063   0.766234      1.000000
UBA52_BMPR1B        -0.003545  -0.817619   0.802198      1.000000
SST_SSTR3           -0.003548  -0.761163   0.997003      1.000000
CLCF1_IL6ST         -0.003567  -0.833609   0.804196      1.000000
IL23A_IL12RB1       -0.003603  -0.800536   0.790210      1.000000
NMU_NMUR2           -0.003647  -0.784345   0.768232      1.000000
CNTN2_CNTN1         -0.003667  -0.761506   0.767233      1.000000
RSPO3_LRP6          -0.003676  -0.721359   0.762238      1.000000
PLAT_LRP1           -0.003705  -0.763374   0.789211      1.000000
THBS1_ITGA2B        -0.003720  -0.777881   0.790210      1.000000
EFNB1_ERBB2         -0.003728  -0.831773   0.791209      1.000000
PYY_NPY1R           -0.003747  -0.850870   0.785215      1.000000
MADCAM1_ITGA4       -0.003759  -0.831661   0.793207      1.000000
WNT7A_FZD10         -0.003773  -0.808424   0.793207      1.000000
TNFSF18_TNFRSF18    -0.003777  -0.817175   0.796204      1.000000
L1CAM_CNTN1         -0.003808  -0.784827   0.777223      1.000000
WNT2_FZD9           -0.003913  -0.821561   0.772228      1.000000
FGF2_GPC4           -0.003957  -0.847004   0.793207      1.000000
NPPC_NPR3           -0.003969  -0.814611   0.781219      1.000000
CALM1_GP6           -0.004030  -0.788420   0.789211      1.000000
CNTN2_CNTNAP2       -0.004054  -0.879606   0.800200      1.000000
EGF_ERBB4           -0.004054  -0.841363   0.795205      1.000000
CALM1_KCNQ1         -0.004072  -0.820698   0.797203      1.000000
OXT_AVPR2           -0.004076  -0.850537   0.807193      1.000000
LAMA5_ITGA6         -0.004087  -0.861506   0.813187      1.000000
PROS1_TYRO3         -0.004116  -0.886009   0.811189      1.000000
F12_GP1BA           -0.004146  -0.852866   0.800200      1.000000
ARF1_PLD2           -0.004155  -0.896010   0.817183      1.000000
TPH1_HTR1D          -0.004162  -0.906048   0.893107      1.000000
LIPH_LPAR1          -0.004171  -0.901092   0.815185      1.000000
TPH1_HTR7           -0.004175  -0.864080   0.869131      1.000000
DLK1_NOTCH1         -0.004185  -0.872620   0.800200      1.000000
HBEGF_EGFR          -0.004224  -0.880753   0.799201      1.000000
EFNA3_EPHA2         -0.004233  -0.903526   0.816184      1.000000
CCL7_CCR2           -0.004236  -0.897113   0.814186      1.000000
PENK_OGFR           -0.004239  -0.849299   0.804196      1.000000
VEGFA_KDR           -0.004281  -0.885108   0.815185      1.000000
TNFSF13_TNFRSF1A    -0.004302  -0.918251   0.814186      1.000000
FGF19_FGFR2         -0.004312  -0.909692   0.820180      1.000000
IL27_IL27RA         -0.004313  -0.888037   0.813187      1.000000
SERPINC1_LRP1       -0.004314  -0.939893   0.828172      1.000000
TGFB3_TGFBR1        -0.004357  -0.932893   0.830170      1.000000
GNAS_TSHR           -0.004376  -0.892631   0.806194      1.000000
EBI3_IL6ST          -0.004407  -0.961513   0.830170      1.000000
LIPH_LPAR4          -0.004415  -0.907619   0.810190      1.000000
SEMA4F_NRP2         -0.004449  -0.984523   0.837163      1.000000
ANXA1_FPR2          -0.004456  -0.956162   0.849151      1.000000
SEMA4D_MET          -0.004463  -0.948460   0.832168      1.000000
FGF1_CD44           -0.004492  -0.966608   0.835165      1.000000
VEGFA_ITGAV         -0.004525  -0.932678   0.825175      1.000000
NTN4_DCC            -0.004528  -0.933728   0.823177      1.000000
DEFB1_CCR6          -0.004561  -0.967150   0.839161      1.000000
HDC_HRH4            -0.004576  -0.939145   0.855145      1.000000
DLK2_NOTCH1         -0.004577  -0.996931   0.844156      1.000000
GDF9_FXYD6          -0.004607  -1.019600   0.853147      1.000000
IL10_IL10RB         -0.004640  -1.030167   0.849151      1.000000
SEMA6D_PLXNA1       -0.004651  -0.969965   0.836164      1.000000
WNT2_LRP6           -0.004718  -1.007084   0.843157      1.000000
TNF_TRAF2           -0.004730  -1.044736   0.849151      1.000000
DUSP18_ITGA3        -0.004739  -1.039722   0.855145      1.000000
EFNA4_EPHA7         -0.004740  -1.028102   0.847153      1.000000
LAMA1_ITGB8         -0.004772  -1.030531   0.854146      1.000000
NXPH1_NRXN3         -0.004793  -1.020930   0.848152      1.000000
CCL13_ACKR2         -0.004807  -1.009053   0.842158      1.000000
TNFSF13_FAS         -0.004814  -1.055712   0.859141      1.000000
CALCA_CALCRL        -0.004843  -1.037414   0.843157      1.000000
HSP90B1_ASGR1       -0.004846  -1.010541   0.839161      1.000000
VTN_ITGAV           -0.004890  -1.097529   0.865135      1.000000
SORBS1_ITGA1        -0.004918  -1.044034   0.852148      1.000000
EFNB2_EPHB1         -0.004950  -1.009361   0.854146      1.000000
LTA_LTBR            -0.004980  -1.099187   0.861139      1.000000
NDP_FZD4            -0.004981  -1.076157   0.867133      1.000000
BMP3_ACVR2A         -0.004984  -1.055477   0.873127      1.000000
ICAM1_EGFR          -0.005013  -1.055000   0.852148      1.000000
NTF3_NTRK3          -0.005015  -1.095997   0.981019      1.000000
KITLG_KIT           -0.005025  -1.068613   0.857143      1.000000
HLA-G_LILRB1        -0.005047  -1.040199   0.874126      1.000000
ANGPT1_TIE1         -0.005061  -1.010283   0.854146      1.000000
EDN2_KEL            -0.005103  -1.158675   0.883117      1.000000
PDGFB_ITGAV         -0.005121  -1.011703   0.836164      1.000000
FGF19_FGFR4         -0.005125  -1.049646   0.851149      1.000000
CAMP_P2RX7          -0.005143  -1.055893   0.860140      1.000000
INHBB_ACVR1C        -0.005152  -1.113801   0.875125      1.000000
ADAM9_ITGAV         -0.005153  -1.157246   0.884116      1.000000
POMC_OPRD1          -0.005161  -1.072549   0.864136      1.000000
RTN4_RTN4R          -0.005164  -1.125560   0.872128      1.000000
RELN_ITGB1          -0.005178  -1.124791   0.873127      1.000000
INHBA_ACVR1B        -0.005256  -1.096821   0.865135      1.000000
LEP_LEPR            -0.005318  -1.173045   0.904096      1.000000
LAMC2_ITGB1         -0.005319  -1.124801   0.874126      1.000000
LAMA1_GPC1          -0.005354  -1.115848   0.859141      1.000000
NTF4_NTRK1          -0.005384  -1.165112   0.923077      1.000000
ADAM9_ITGA6         -0.005421  -1.135524   0.873127      1.000000
NRG1_ERBB3          -0.005457  -1.164126   0.884116      1.000000
VTN_PLAUR           -0.005465  -1.167027   0.878122      1.000000
EFNA3_EPHA7         -0.005467  -1.147698   0.876124      1.000000
CCL13_CCR1          -0.005470  -1.194315   0.891109      1.000000
SERPINE1_ITGB5      -0.005481  -1.135284   0.857143      1.000000
INHBB_ACVR1         -0.005521  -1.192359   0.889111      1.000000
LAMA2_ITGA2         -0.005553  -1.121133   0.867133      1.000000
COL4A6_ITGA2        -0.005560  -1.201821   0.907093      1.000000
RELN_VLDLR          -0.005571  -1.192973   0.906094      1.000000
CLCF1_CNTFR         -0.005596  -1.218342   0.904096      1.000000
NRG4_ERBB2          -0.005617  -1.120022   0.857143      1.000000
FN1_TSHR            -0.005649  -1.220385   0.879121      1.000000
CCL11_ACKR4         -0.005671  -1.173656   0.892108      1.000000
ADM_CALCRL          -0.005687  -1.293047   0.905095      1.000000
FGF17_FGFR4         -0.005694  -1.251225   0.906094      1.000000
TG_LRP2             -0.005712  -1.223145   0.889111      1.000000
RSPO1_LRP6          -0.005715  -1.214125   0.888112      1.000000
VWF_GP1BA           -0.005725  -1.164218   0.868132      1.000000
ADM2_RAMP1          -0.005791  -1.238175   0.899101      1.000000
CLEC3A_CLEC10A      -0.005794  -1.261871   0.910090      1.000000
AGRN_ATP1A3         -0.005799  -1.288549   0.901099      1.000000
COL4A1_ITGB8        -0.005861  -1.275390   0.888112      1.000000
SAA1_SCARB1         -0.005896  -1.243812   0.878122      1.000000
GZMB_CHRM3          -0.005901  -1.227512   0.904096      1.000000
IL1B_IL1R1          -0.005954  -1.294039   0.902098      1.000000
CALM1_ADCYAP1R1     -0.005956  -1.246361   0.890110      1.000000
HBEGF_PRLR          -0.005965  -1.255326   0.899101      1.000000
AMH_AMHR2           -0.005977  -1.262336   0.908092      1.000000
C4A_CR1             -0.006000  -1.241589   0.904096      1.000000
CCL7_CXCR3          -0.006109  -1.248865   0.898102      1.000000
LTF_LRP11           -0.006125  -1.274966   0.903097      1.000000
GDF9_ORAI2          -0.006156  -1.348124   0.913087      1.000000
GDF11_ACVR2A        -0.006190  -1.233310   0.898102      1.000000
VEGFC_ITGB1         -0.006198  -1.285132   0.906094      1.000000
IL11_IL6ST          -0.006202  -1.389955   0.906094      1.000000
CCL2_ACKR4          -0.006299  -1.373695   0.924076      1.000000
FGF1_FGFR3          -0.006343  -1.382128   0.914086      1.000000
FN1_ITGB8           -0.006359  -1.367895   0.922078      1.000000
DUSP18_CD151        -0.006389  -1.392188   0.925075      1.000000
WNT5A_FZD4          -0.006416  -1.369070   0.924076      1.000000
CTHRC1_FZD5         -0.006451  -1.384842   0.921079      1.000000
DHH_CDON            -0.006464  -1.387316   0.918082      1.000000
CALM2_CACNA1C       -0.006494  -1.365377   0.906094      1.000000
HRAS_AGTR1          -0.006510  -1.354748   0.918082      1.000000
BMP7_ENG            -0.006518  -1.416302   0.918082      1.000000
LRPAP1_VLDLR        -0.006520  -1.366716   0.919081      1.000000
CCL7_CCR5           -0.006579  -1.362636   0.930070      1.000000
FGF13_FGFR3         -0.006581  -1.429521   0.928072      1.000000
EDN1_KEL            -0.006628  -1.472840   0.930070      1.000000
NRG1_ERBB2          -0.006666  -1.407851   0.912088      1.000000
VTN_CD47            -0.006697  -1.440556   0.932068      1.000000
EFNB3_EPHB2         -0.006699  -1.377869   0.914086      1.000000
NRTN_GFRA2          -0.006708  -1.355386   0.933067      1.000000
TNFSF13_TNFRSF11B   -0.006716  -1.466354   0.944056      1.000000
WNT7B_FZD10         -0.006752  -1.508068   0.941059      1.000000
NTN1_ADORA2B        -0.006755  -1.369328   0.933067      1.000000
EFNA5_EPHA2         -0.006769  -1.351730   0.917083      1.000000
IL17B_IL17RB        -0.006778  -1.411483   0.958042      1.000000
RTN4_TNFRSF19       -0.006785  -1.470076   0.929071      1.000000
BMP2_BMPR2          -0.006811  -1.488204   0.935065      1.000000
ITGB3BP_ITGB3       -0.006841  -1.519176   0.954046      1.000000
SEMA3C_PLXND1       -0.006878  -1.447879   0.924076      1.000000
FGF2_FGFR3          -0.006998  -1.482503   0.934066      1.000000
IL20_IL20RB         -0.007080  -1.492925   0.938062      1.000000
VTN_KDR             -0.007126  -1.575184   0.975025      1.000000
VTN_PVR             -0.007174  -1.454683   0.955045      1.000000
RSPO1_FZD8          -0.007207  -1.513056   0.956044      1.000000
GNAI2_IGF1R         -0.007275  -1.533762   0.943057      1.000000
CCL7_ACKR2          -0.007280  -1.509980   0.982018      1.000000
FGF9_FGFR3          -0.007306  -1.529446   0.958042      1.000000
CCL5_ACKR2          -0.007330  -1.537980   0.941059      1.000000
SLIT2_DCC           -0.007352  -1.586113   0.971029      1.000000
TDGF1_ACVR1B        -0.007442  -1.565043   0.951049      1.000000
SEMA5A_PLXNB3       -0.007503  -1.586412   0.954046      1.000000
CALM1_KCNQ3         -0.007515  -1.542860   0.934066      1.000000
CGA_TSHR            -0.007521  -1.578355   0.943057      1.000000
LAMA1_TMPRSS6       -0.007605  -1.531853   0.954046      1.000000
SEMA3E_PLXND1       -0.007616  -1.643049   0.950050      1.000000
RIMS2_ABCA1         -0.007645  -1.578338   0.950050      1.000000
FGF2_FGFRL1         -0.007662  -1.582874   0.946054      1.000000
L1CAM_ITGAV         -0.007700  -1.551986   0.935065      1.000000
QDPR_DYSF           -0.007768  -1.672263   0.947053      1.000000
PSEN1_NOTCH3        -0.007775  -1.611025   0.944056      1.000000
HEBP1_FPR3          -0.007790  -1.519543   0.947053      1.000000
FGF2_SDC3           -0.007800  -1.662741   0.951049      1.000000
CCL7_ACKR4          -0.007818  -1.607650   0.994006      1.000000
COL6A1_ITGA2        -0.007836  -1.682942   0.955045      1.000000
ICAM4_ITGB1         -0.007870  -1.601863   0.944056      1.000000
NOV_PLXNA1          -0.007917  -1.659596   0.953047      1.000000
VEGFA_EGFR          -0.007941  -1.695291   0.949051      1.000000
WNT5A_ROR1          -0.007943  -1.719003   0.968032      1.000000
FGF17_FGFR3         -0.007950  -1.669335   0.958042      1.000000
