trial,method,scenario,scenario_desc,r,rho,rmse
25,music,tumor_purity,Tumor Purity (60-90%),0.9585055607780514,0.6561015572353965,0.09149529806547875
25,music,titration,Titration (0-90%),0.9316081795391905,0.7798790810312027,0.070897222711587
25,music,uniform,Uniform (alpha=1.0),0.8911015639667407,0.8595474578885414,0.04658304807780895
25,music,sparse,Sparse (alpha=0.3),0.9400400446840727,0.8406037766512005,0.05460938320481204
25,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.7121937935839884,0.6397849649179808,0.16582951571379528
25,dwls_minor,titration,Titration (0-90%),0.6699796205416906,0.6559703256176185,0.12766034951923896
25,dwls_minor,uniform,Uniform (alpha=1.0),0.7371249021433877,0.761763565750979,0.0771409223918419
25,dwls_minor,sparse,Sparse (alpha=0.3),0.8592996118841563,0.8243102240984209,0.0832195080630733
26,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.909641552778948,0.7696457784036692,0.09793735093059999
26,spacet_v0_none,titration,Titration (0-90%),0.8965384534805315,0.7781410761389607,0.07982643995065968
26,spacet_v0_none,uniform,Uniform (alpha=1.0),0.8347505839381597,0.8036338147860714,0.05628619892390204
26,spacet_v0_none,sparse,Sparse (alpha=0.3),0.9030827716436537,0.833775598172066,0.06994179580205395
26,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.9113501395241929,0.7723849415426257,0.09704736970361412
26,spacet_v1_ratio,titration,Titration (0-90%),0.8981568042290523,0.7807697093681283,0.07923205822751661
26,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.838377552616295,0.8080050379534999,0.055615343365685
26,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.9054400054639687,0.8379621121430854,0.06912560315407386
26,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.949407474372732,0.671361388681198,0.07569467954108974
26,spacet_v3_irwls,titration,Titration (0-90%),0.9144491208927356,0.749541841223528,0.07293921810309377
26,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8358527556199047,0.8104872090106704,0.05638946706398872
26,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9124677653611845,0.8414700441902572,0.06662311617418398
26,music,tumor_purity,Tumor Purity (60-90%),0.9751040357097711,0.6311055159843612,0.05925898229101261
26,music,titration,Titration (0-90%),0.9519402330527953,0.7217448713025013,0.05664682736961894
26,music,uniform,Uniform (alpha=1.0),0.8002239114808889,0.776872379116309,0.06176497585413797
26,music,sparse,Sparse (alpha=0.3),0.9287074749290619,0.8050438382153787,0.06122043573403645
26,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9527773055178697,0.7855143694793963,0.07881364330369227
26,dwls_minor,titration,Titration (0-90%),0.9478983695242427,0.8230444586305368,0.061021658427593536
26,dwls_minor,uniform,Uniform (alpha=1.0),0.9366392335755183,0.9244651960058642,0.034610878338961745
26,dwls_minor,sparse,Sparse (alpha=0.3),0.9730569680822113,0.9107165769976378,0.03816276210742624
27,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.7228822665426087,0.56855454778694,0.1631968759010657
27,spacet_v0_none,titration,Titration (0-90%),0.7045105195572616,0.6247592741311783,0.12391372562693183
27,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7878737382674202,0.7873462386290568,0.06758421014044998
27,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8703866003431263,0.8011681805734273,0.0813705188570136
27,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.7304235926496356,0.5691821608153523,0.1617265605192086
27,spacet_v1_ratio,titration,Titration (0-90%),0.7118537486858106,0.6303110739525437,0.12273420497517745
27,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7918295061360264,0.7942470401060474,0.06705869350136291
27,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.8720815218678338,0.8062191192809361,0.08091600925172412
27,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9604802981739534,0.6368459005625797,0.08489560865747565
27,spacet_v3_irwls,titration,Titration (0-90%),0.9450677730473779,0.7622443781207066,0.0583073914180738
27,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8338086701028729,0.8327554874403057,0.05867008283914344
27,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9021774361320464,0.8441374665980329,0.07080960913180041
27,music,tumor_purity,Tumor Purity (60-90%),0.6324220022742096,0.5301406016038888,0.1801235185773983
27,music,titration,Titration (0-90%),0.5455500409927017,0.5378514286725741,0.14684975742752598
27,music,uniform,Uniform (alpha=1.0),0.6380109581513013,0.6843400709364733,0.09271868943716512
27,music,sparse,Sparse (alpha=0.3),0.8091141793951173,0.7294966959432617,0.09791017333929015
27,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9759896589975771,0.7103236206663343,0.06322407916777872
27,dwls_minor,titration,Titration (0-90%),0.9672274108943908,0.8454934707922346,0.049476405180345406
27,dwls_minor,uniform,Uniform (alpha=1.0),0.942041728269105,0.9412963794851461,0.034579683551056305
27,dwls_minor,sparse,Sparse (alpha=0.3),0.9715018475995955,0.9137531697028218,0.03911606564147446
28,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.35535279951123316,0.4670022966599461,0.2228822181417241
28,spacet_v0_none,titration,Titration (0-90%),0.3961864862764144,0.5421960500688502,0.16047508408871403
28,spacet_v0_none,uniform,Uniform (alpha=1.0),0.6711175252649026,0.7225286177036326,0.08476146999103089
28,spacet_v0_none,sparse,Sparse (alpha=0.3),0.7663099858550944,0.7535487045348911,0.1067853224045578
28,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.40179052500061707,0.4607142988110024,0.21513727265585883
28,spacet_v1_ratio,titration,Titration (0-90%),0.4244971851547768,0.5425471016150888,0.15649490104695044
28,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.6681349930568058,0.7258889720891277,0.08537327700461171
28,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.7653863652090807,0.7552561824474273,0.10694144664908517
28,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.982831669252376,0.6848280992247516,0.05470116320144831
28,spacet_v3_irwls,titration,Titration (0-90%),0.9338843506092319,0.7708310364414187,0.058614094619312954
28,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8449257129281417,0.812911804650142,0.05518992410743969
28,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9040708928719957,0.8449384462539846,0.06930363837760507
28,music,tumor_purity,Tumor Purity (60-90%),0.9158978277815212,0.5625308834363484,0.11243983906436258
28,music,titration,Titration (0-90%),0.8167657825138579,0.6241031158563848,0.09554067917732144
28,music,uniform,Uniform (alpha=1.0),0.6626114503348064,0.6745022290654435,0.08393293709077572
28,music,sparse,Sparse (alpha=0.3),0.8252123908467341,0.7556498107581319,0.09207844453147677
28,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9496061521430956,0.563891610531909,0.09042604686646502
28,dwls_minor,titration,Titration (0-90%),0.9350182719764755,0.7805963601886338,0.06283755904382898
28,dwls_minor,uniform,Uniform (alpha=1.0),0.9204959109447427,0.9225175352021804,0.0390654008120609
28,dwls_minor,sparse,Sparse (alpha=0.3),0.9651288365430888,0.8958182626646081,0.0428978860772301
29,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.21258193650232565,0.6170669080828375,0.26648249833671606
29,spacet_v0_none,titration,Titration (0-90%),0.2563335368648542,0.6804906321871498,0.1978046591206034
29,spacet_v0_none,uniform,Uniform (alpha=1.0),0.6925183367169346,0.7573557625706357,0.08214549966718473
29,spacet_v0_none,sparse,Sparse (alpha=0.3),0.7936020264313732,0.8273354012894684,0.10205520578918949
29,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.21319779654296755,0.6222855542328299,0.26623589625010063
29,spacet_v1_ratio,titration,Titration (0-90%),0.25767327113509214,0.6825227585319988,0.19737186908192825
29,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.6988967008121197,0.7603361484575806,0.08080647924317481
29,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.7956648898295438,0.8283274907442715,0.10144125196848706
29,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9893353982495853,0.7001395494876944,0.0366110748770584
29,spacet_v3_irwls,titration,Titration (0-90%),0.9540738174954371,0.7979445398420605,0.05080491447459041
29,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8562448768469817,0.8451223086404868,0.05210608305195946
29,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.928173346787996,0.8737799724091092,0.059474418215257646
29,music,tumor_purity,Tumor Purity (60-90%),0.9930656157213155,0.8045469019047563,0.03165139232590507
29,music,titration,Titration (0-90%),0.9744167998118286,0.8769587008559728,0.03848748186477926
29,music,uniform,Uniform (alpha=1.0),0.8805670853290614,0.8576265312212812,0.05097574502118879
29,music,sparse,Sparse (alpha=0.3),0.9549509721943532,0.8717758220814594,0.04783842482435721
29,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.8731734057792304,0.7707002797090451,0.11991088873346221
29,dwls_minor,titration,Titration (0-90%),0.8678309937682908,0.8196759178854494,0.08715313063744264
29,dwls_minor,uniform,Uniform (alpha=1.0),0.9291388709045608,0.921581432586862,0.0364023105204145
29,dwls_minor,sparse,Sparse (alpha=0.3),0.9601995354133139,0.9179321197038837,0.04469660515280457
30,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.9884594145371617,0.6965054799987352,0.03870844325417721
30,spacet_v0_none,titration,Titration (0-90%),0.9411417719530535,0.8164144873804909,0.06518906720359889
30,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7504090519481703,0.7966236896277098,0.07229463717320746
30,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8765037207737643,0.8299648342900079,0.08220401522652583
30,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.9884974965361597,0.7033821818306997,0.0393044528139986
30,spacet_v1_ratio,titration,Titration (0-90%),0.9406401501849037,0.818586430547474,0.06602198810118107
30,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7470157647729238,0.79760807777839,0.07301123408839365
30,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.875366369408605,0.8325429403351414,0.08259461846401865
30,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9423724117274683,0.5989664615661096,0.07878242284387646
30,spacet_v3_irwls,titration,Titration (0-90%),0.898754567754574,0.7245639910255611,0.07519390643832073
30,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.7503070326684337,0.749805215069692,0.07036437566903557
30,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.8769174348645447,0.8054964928196681,0.08071288880810301
30,music,tumor_purity,Tumor Purity (60-90%),0.9909250091658964,0.6986994796401641,0.04924132947518473
30,music,titration,Titration (0-90%),0.9694911687417422,0.8256461551405334,0.045097161443399286
30,music,uniform,Uniform (alpha=1.0),0.8544144463021528,0.8367436126872526,0.05271423586555374
30,music,sparse,Sparse (alpha=0.3),0.9383591777227687,0.8424708514521645,0.05836521627166148
30,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9293757183777813,0.7919283144297153,0.08804552102692594
30,dwls_minor,titration,Titration (0-90%),0.9211249469897658,0.8110132114924288,0.06591876943578455
30,dwls_minor,uniform,Uniform (alpha=1.0),0.9210931038076076,0.904711912976928,0.0390121147205999
30,dwls_minor,sparse,Sparse (alpha=0.3),0.9636802977479146,0.8969273623641012,0.045080022600132184
31,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.6497248382905166,0.5873031081102529,0.1721426846139997
31,spacet_v0_none,titration,Titration (0-90%),0.6110473875990463,0.6307106179963532,0.13475163076097663
31,spacet_v0_none,uniform,Uniform (alpha=1.0),0.6760202907408634,0.6878453495123444,0.08387254225707222
31,spacet_v0_none,sparse,Sparse (alpha=0.3),0.7872501441004988,0.7437329700675637,0.10459330835645972
31,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.6508355015323938,0.5979401129017903,0.1719182497850045
31,spacet_v1_ratio,titration,Titration (0-90%),0.622967023764493,0.6443854366392664,0.13292565651380653
31,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.6944438930030467,0.7031547784074644,0.08084410501052511
31,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.7998166277301826,0.7559090978280768,0.1014821372147105
31,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.984806329601694,0.7432589058870067,0.04113823422328344
31,spacet_v3_irwls,titration,Titration (0-90%),0.9615254418081015,0.8316980304652882,0.046413569179380956
31,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8703265727825179,0.8666967889540067,0.05097326425769899
31,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9323281926142157,0.859647345772103,0.06004431057863357
31,music,tumor_purity,Tumor Purity (60-90%),0.49374448401613713,0.5570843987713497,0.20024441332004414
31,music,titration,Titration (0-90%),0.5227481194078863,0.5991190750577552,0.1483155770535578
31,music,uniform,Uniform (alpha=1.0),0.7586894598427266,0.7051773321765674,0.07244922579187607
31,music,sparse,Sparse (alpha=0.3),0.8744028924993194,0.7745524771527958,0.08083845945276513
31,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.8969127537490996,0.7115152878176692,0.10962557304287146
31,dwls_minor,titration,Titration (0-90%),0.9013890565042925,0.7928498166531938,0.07804660386305079
31,dwls_minor,uniform,Uniform (alpha=1.0),0.9310011461905943,0.9130778207299401,0.036714254678776204
31,dwls_minor,sparse,Sparse (alpha=0.3),0.9603432984890828,0.8753289016343823,0.04794547002326279
32,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.47136544323248375,0.45027941501235647,0.20390259135048255
32,spacet_v0_none,titration,Titration (0-90%),0.4755339276487363,0.5608214903442037,0.16042584765734902
32,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7411596102729883,0.7391118593766924,0.0757724212876132
32,spacet_v0_none,sparse,Sparse (alpha=0.3),0.820480800488514,0.7778545569524216,0.09512848682349491
32,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.5636715070959276,0.475188931453228,0.19002340442838705
32,spacet_v1_ratio,titration,Titration (0-90%),0.5511657775808682,0.5801501408789067,0.15041798925843125
32,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7479894781730075,0.7461724441278299,0.07460440933735302
32,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.830451472496496,0.7845853620358223,0.09251476930619953
32,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9072336067974336,0.6413932896539619,0.10396809465448506
32,spacet_v3_irwls,titration,Titration (0-90%),0.9026415823334664,0.7339831792237717,0.07840834344219032
32,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.7622659200554357,0.7584744432259628,0.0704406870531976
32,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.8702823405856761,0.8019013563919797,0.08127719661379457
32,music,tumor_purity,Tumor Purity (60-90%),0.5559220038228838,0.548788933883345,0.19173802241908278
32,music,titration,Titration (0-90%),0.5373619675884721,0.6120404529586908,0.15429506349220723
32,music,uniform,Uniform (alpha=1.0),0.7233630458811691,0.7346032835169759,0.07938349600425745
32,music,sparse,Sparse (alpha=0.3),0.8605368965072212,0.7921665284635463,0.08446621829522385
32,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.8140414283639443,0.720060089757211,0.14024018754709586
32,dwls_minor,titration,Titration (0-90%),0.7849522183591335,0.7545626133899281,0.11203467796555255
32,dwls_minor,uniform,Uniform (alpha=1.0),0.8225699583208002,0.8459272779847192,0.0649909227664928
32,dwls_minor,sparse,Sparse (alpha=0.3),0.9093217746499963,0.8836321894197566,0.06945698506174892
33,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.4498326172088765,0.5297265320952076,0.21846270510415353
33,spacet_v0_none,titration,Titration (0-90%),0.47703467908230385,0.669387286017354,0.1588527438672975
33,spacet_v0_none,uniform,Uniform (alpha=1.0),0.717618334457155,0.7725801660558588,0.07645733678603801
33,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8725005512849335,0.8170988099594659,0.08380097934201658
33,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.45514390351604894,0.5366608614517344,0.21717336330333553
33,spacet_v1_ratio,titration,Titration (0-90%),0.48599552819528,0.6764806217615521,0.15693678880434622
33,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7330273258088009,0.7810426122598499,0.07397151260784601
33,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.878830625577547,0.8226544702952224,0.08175836611242143
33,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9532765848236878,0.6257455532069305,0.08250562907380224
33,spacet_v3_irwls,titration,Titration (0-90%),0.8935647963653836,0.7283121136121532,0.07640299980411139
33,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8303523191362358,0.7996478616151681,0.05824392990055199
33,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9287906306036106,0.8196110147405231,0.06295810836064927
33,music,tumor_purity,Tumor Purity (60-90%),0.9651543512282442,0.562580787788093,0.07868202003076774
33,music,titration,Titration (0-90%),0.9262141394421,0.7012739251039747,0.06600093301667921
33,music,uniform,Uniform (alpha=1.0),0.8450300004339525,0.8057790346668071,0.05708570233746206
33,music,sparse,Sparse (alpha=0.3),0.9474271823828287,0.8156900004276986,0.05437544412526999
33,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.937503181935567,0.6372201448980853,0.10335947302768456
33,dwls_minor,titration,Titration (0-90%),0.8468930707166701,0.7099028156761085,0.09148462340831819
33,dwls_minor,uniform,Uniform (alpha=1.0),0.7073373269578501,0.695748449596014,0.07949379109815123
33,dwls_minor,sparse,Sparse (alpha=0.3),0.8982738947268959,0.7905280732235069,0.07471999160825361
34,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.8642498764489568,0.5814164535978743,0.1264386134604296
34,spacet_v0_none,titration,Titration (0-90%),0.8251027005583992,0.6865687509830422,0.09951649050731885
34,spacet_v0_none,uniform,Uniform (alpha=1.0),0.8281324238177059,0.7761500311920171,0.06132493164229907
34,spacet_v0_none,sparse,Sparse (alpha=0.3),0.9084747078347917,0.8268323076091826,0.06808432860777676
34,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.8642882739873072,0.578304553209813,0.12620506292186565
34,spacet_v1_ratio,titration,Titration (0-90%),0.8247546469432628,0.6888214332474026,0.09954595526572109
34,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.830201333323058,0.7758369054859929,0.0608483562034033
34,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.9118129829351089,0.8280203170511266,0.06677455697583726
34,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.8156533136737528,0.6789239448509111,0.134135154319474
34,spacet_v3_irwls,titration,Titration (0-90%),0.7904592811152561,0.7752861201926883,0.10622267299016831
34,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8157330690472093,0.8216106483163188,0.06478285031576891
34,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.9043146710046497,0.8464254634283557,0.06944773368040111
34,music,tumor_purity,Tumor Purity (60-90%),0.8454181453034529,0.6106943278257739,0.12974723064762356
34,music,titration,Titration (0-90%),0.8001169280886784,0.6908988253924484,0.10398621936570646
34,music,uniform,Uniform (alpha=1.0),0.7777550994887987,0.7711809186441738,0.06744226952088342
34,music,sparse,Sparse (alpha=0.3),0.908599301151102,0.7955858095701484,0.06761342341410066
34,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9818381886758957,0.7403774706398112,0.05169840934536639
34,dwls_minor,titration,Titration (0-90%),0.9720152632991244,0.8660836812211737,0.04313782210791674
34,dwls_minor,uniform,Uniform (alpha=1.0),0.9270684364489026,0.9241761453218558,0.0387447514055959
34,dwls_minor,sparse,Sparse (alpha=0.3),0.9652709238201144,0.9072856312628413,0.04226265244234768
35,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.1726474107751863,0.4059167874169742,0.25149647357927507
35,spacet_v0_none,titration,Titration (0-90%),0.25978387937383457,0.5838723555460702,0.19207994047400798
35,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7185071348626517,0.6981322490359344,0.07618914730616824
35,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8044957960161486,0.7489395109489121,0.09836918827517961
35,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.1658882054903128,0.4033079726241932,0.25354221464399945
35,spacet_v1_ratio,titration,Titration (0-90%),0.25056805271152444,0.5792928365458695,0.19391688940880306
35,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7028997853796024,0.6845205915018245,0.07814057502856107
35,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.8006716770016893,0.7435081029113365,0.09922392643690703
35,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.8285737040834983,0.6873939384455402,0.13721664013249296
35,spacet_v3_irwls,titration,Titration (0-90%),0.6508526246683862,0.7073018500230954,0.1354946606759591
35,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.7744960539320993,0.7666612508847377,0.0670288078063604
35,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.859586893841007,0.7906706537984123,0.08325453901744383
35,music,tumor_purity,Tumor Purity (60-90%),0.6861028684149978,0.44176448997184803,0.16911522147265795
35,music,titration,Titration (0-90%),0.561686517157374,0.5648087406601305,0.14930400733411603
35,music,uniform,Uniform (alpha=1.0),0.4270048117631004,0.6179484082313298,0.12358647941232224
35,music,sparse,Sparse (alpha=0.3),0.7248223382042522,0.6609108444336488,0.11527154364009601
35,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.9209058917042566,0.6561837472143932,0.09662839578322484
35,dwls_minor,titration,Titration (0-90%),0.9135452263336855,0.779348378565542,0.07547601619913304
35,dwls_minor,uniform,Uniform (alpha=1.0),0.8740779841883035,0.8501088821321584,0.04859749318750004
35,dwls_minor,sparse,Sparse (alpha=0.3),0.9435483448796055,0.8475916648926584,0.05456262992485166
36,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.7725626257923137,0.5878228110270518,0.1463070076422204
36,spacet_v0_none,titration,Titration (0-90%),0.7361143165763591,0.6964193185903907,0.10817901461211313
36,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7793161925584275,0.7477225471977956,0.07067087123227775
36,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8677556110082452,0.8076885187376667,0.08024911184136697
36,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.7412791645062007,0.5866998520621721,0.15423765840668754
36,spacet_v1_ratio,titration,Titration (0-90%),0.7098779564413237,0.6929159842315752,0.11287182762632728
36,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7749254896325664,0.7481689360906182,0.07163720908054083
36,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.8645408267885147,0.8088451922028146,0.08129790051660142
36,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9275369716683053,0.5663520302356692,0.0930431909436362
36,spacet_v3_irwls,titration,Titration (0-90%),0.6989762062758147,0.6611736058889189,0.11577315418986517
36,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.7455833253211237,0.7146316937303275,0.07845062210246274
36,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.8436643017546571,0.7826594031762657,0.08700697291871265
36,music,tumor_purity,Tumor Purity (60-90%),0.9549355812068405,0.5959816170315789,0.07578553626234635
36,music,titration,Titration (0-90%),0.8906877983610753,0.7505257034944339,0.0722956498291756
36,music,uniform,Uniform (alpha=1.0),0.7501911208342112,0.7431030503639311,0.07681863648530544
36,music,sparse,Sparse (alpha=0.3),0.8910591287971081,0.8125496138028323,0.07245396609542626
36,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.793942149340118,0.6210691007917651,0.14238194451525188
36,dwls_minor,titration,Titration (0-90%),0.771685097315667,0.7679796371624509,0.10112677260041866
36,dwls_minor,uniform,Uniform (alpha=1.0),0.8480877363642106,0.8897760116290092,0.059094421465228544
36,dwls_minor,sparse,Sparse (alpha=0.3),0.928508002417411,0.8953335434508717,0.05921447663429097
37,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.23494028266206954,0.5820717650179084,0.2525230050987614
37,spacet_v0_none,titration,Titration (0-90%),0.3377049005357652,0.6654560973510188,0.17956720725713857
37,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7260012418322022,0.7523404496718489,0.08232252617943085
37,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8244857860503316,0.8270191985014256,0.09821043906924681
37,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.29799956462280136,0.5848045972812528,0.23964789780911383
37,spacet_v1_ratio,titration,Titration (0-90%),0.3871120891421798,0.6744033802012765,0.1708427688974753
37,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7348352046634224,0.7604502483597937,0.08039288505234846
37,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.8316400406424422,0.8317508752834192,0.0959187476914532
37,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.779701176103743,0.6639896825255366,0.14693747816612723
37,spacet_v3_irwls,titration,Titration (0-90%),0.7031638487387054,0.7293410584536881,0.11853640109399131
37,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.8101840650706152,0.817049519537354,0.06204800090218718
37,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.8933413393894755,0.8466866623784173,0.07384355975181736
37,music,tumor_purity,Tumor Purity (60-90%),0.7581125183463029,0.5151332936907673,0.1629139171479799
37,music,titration,Titration (0-90%),0.7150637749849204,0.6295573218427125,0.11707757834876725
37,music,uniform,Uniform (alpha=1.0),0.8306671573148674,0.7912589091587149,0.05831265487137418
37,music,sparse,Sparse (alpha=0.3),0.9230773156159666,0.8071617946877198,0.06287467244195395
37,dwls_minor,tumor_purity,Tumor Purity (60-90%),0.621560698331539,0.7045283405055938,0.18029836490719686
37,dwls_minor,titration,Titration (0-90%),0.6419022606030033,0.764162777443723,0.12748606240762886
37,dwls_minor,uniform,Uniform (alpha=1.0),0.8614784162872146,0.8647395426150852,0.05244593054168465
37,dwls_minor,sparse,Sparse (alpha=0.3),0.9285179900526678,0.8768268604797091,0.060747830239516715
38,spacet_v0_none,tumor_purity,Tumor Purity (60-90%),0.9526471604038629,0.7232238904170452,0.07076806919576285
38,spacet_v0_none,titration,Titration (0-90%),0.9053847799082835,0.7709325706149353,0.07527780435745231
38,spacet_v0_none,uniform,Uniform (alpha=1.0),0.7336537162216953,0.7356894649613568,0.07810281821156169
38,spacet_v0_none,sparse,Sparse (alpha=0.3),0.8403947105101137,0.7673384405225153,0.09062733878442014
38,spacet_v1_ratio,tumor_purity,Tumor Purity (60-90%),0.9627123505924912,0.7266867493695416,0.0631584640232117
38,spacet_v1_ratio,titration,Titration (0-90%),0.9163045770629359,0.7766809040988892,0.07197195506645732
38,spacet_v1_ratio,uniform,Uniform (alpha=1.0),0.7363742274588011,0.7426635536140138,0.07750597689701026
38,spacet_v1_ratio,sparse,Sparse (alpha=0.3),0.8436514719951482,0.7659440725069613,0.08955490253049202
38,spacet_v3_irwls,tumor_purity,Tumor Purity (60-90%),0.9870443850453154,0.6620251428699253,0.0376508661087606
38,spacet_v3_irwls,titration,Titration (0-90%),0.9398834346720548,0.8178164919097942,0.06428694466598035
38,spacet_v3_irwls,uniform,Uniform (alpha=1.0),0.7795759730291468,0.7975855317601137,0.06805633609755907
38,spacet_v3_irwls,sparse,Sparse (alpha=0.3),0.8957639625089618,0.8255026551833565,0.07376769238865835
38,music,tumor_purity,Tumor Purity (60-90%),0.9612028768399539,0.6133357694361976,0.06619310556643065
38,music,titration,Titration (0-90%),0.9136443369768462,0.7229625630044992,0.06892507903525372
