"","Hepatocyte","Cholangiocyte"
"DNALI1",0.672162017170872,2.94322951690036
"GNL2",0.792871346267344,1.80085795456015
"C1orf109",0.492961784615646,0.81855590109693
"CDCA8",0.206755753325501,0.231026846854473
"MANEAL",0.0992981242315963,0.0798722859394627
"YRDC",0.934095736141695,1.60098161191218
"C1orf122",7.52872659239763,6.87010036660285
"MTF1",0.277710064965601,0.949679091689388
"INPP5B",0.206822820564524,0.358525859842269
"SF3A3",1.27172603127436,2.58246128745139
"FHL3",0.399213905132029,0.925390803367613
"POU3F1",0.0590759366371046,0.0594496343296256
"RRAGC",0.676982550462598,2.33894169324709
"MYCBP",1.41878611137913,2.56355812076042
"RHBDL2",0.0676208522578377,1.06606729569231
"AKIRIN1",2.34569507299302,5.22621864206627
"NDUFS5",29.8717115364437,44.6366588425426
"MACF1",2.80282716747731,9.6289304401544
"PABPC4",3.78156931953536,12.2952623980356
"HEYL",0.0114181539299304,0.0597720363206511
"PPIE",1.54010154614014,3.08929568364324
"BMP8B",0.00263709074461317,0.0133633705082953
"OXCT2",0.0554868151420966,0.184746282571013
"TRIT1",0.231069831730633,1.16391662419779
"MYCL",0.533993886779903,0.0835561917082114
"MFSD2A",1.98923891542039,0.10886844555546
"CAP1",5.81723906785906,11.2166102576804
"PPT1",1.62641924806163,5.15814907163622
"RLF",0.992345756896281,1.99263721457509
"ZMPSTE24",1.10385343157139,4.49291255474176
"COL9A2",0.170601723159438,0.545376105481327
"SMAP2",3.28306115177146,1.90818500020969
"ZFP69B",0.0124877802005478,0.0286063587633313
"ZFP69",0.113508054760415,0.0879887019693334
"EXO5",0.148534306368589,0.416710223396979
"ZNF684",0.539289732226101,0.710899744988585
"RIMS3",0.00870888683586849,0.0220207854268348
"NFYC-AS1",0.100720373271606,0.392308222257829
"NFYC",1.20484368602726,1.63279099356963
"CITED4",3.56579008374765,24.0621741397099
"CTPS1",0.976924251945748,2.31220445354342
"SCMH1",0.100280605943173,1.04041312289983
"FOXO6",0.00119395794240165,0.414204105214127
"HIVEP3",0.417166702110927,0.324178724994784
"GUCA2B",0.786606774256876,1.53723073894735
"FOXJ3",0.854770702011053,2.89593234904256
"RIMKLA",0.0369174537200036,0.197687228879824
"ZMYND12",0.275050546282503,0.0874384480919487
"PPCS",7.74720682890641,9.29734938084283
"CCDC30",0.153187445613384,0.97532033576931
"PPIH",1.21066170950711,2.7763147770748
"YBX1",35.7811347995594,54.3072039984141
"P3H1",0.437277134683572,0.685547988538306
"C1orf50",1.39662699497865,1.66775144456723
"SVBP",1.76237597162463,5.36553929552397
"ERMAP",0.221745203059272,0.290256533259354
"ZNF691",0.218021610533078,0.514315961125924
"SLC2A1",0.209280918083607,3.85593500120954
"SLC2A1-AS1",0,0.548853928192122
"EBNA1BP2",5.76113391394942,4.55886343287445
"TMEM125",0.00942382654944695,2.3574833535745
"C1orf210",0.198143850240313,1.5602171383452
"TIE1",0.0464256583480984,0.0418298125055304
"CDC20",0.503276578128852,1.26400971357867
"ELOVL1",1.08969671689749,2.98244395182825
"MED8",1.74592997526493,3.42641216170434
"SZT2",0.594481297438213,0.670377514114661
"HYI",3.9523771654193,9.96068288319565
"PTPRF",2.00284555513588,10.0265726216966
"KDM4A",0.365756685812268,1.00113550555172
"KDM4A-AS1",0.14286115931141,0.0335160752138449
"ST3GAL3",0.212656900869749,0.15349907893084
"IPO13",0.335345081222035,0.379704323025719
"DPH2",0.422117541478102,1.83232384027432
"ATP6V0B",10.1076318560554,24.4318075312938
"B4GALT2",0.91790921960734,1.72097502119585
"CCDC24",0.211683318392998,1.78787217912683
"SLC6A9",0.0315157165736673,0.405218744678153
"DMAP1",0.796732932692709,2.05672383583355
"ERI3",1.78743924391956,4.16679303110892
"RNF220",1.21498492370901,1.24609799636455
